"","Site","Knoll","year_month","Species","Abundance"
"496","Caves","14","2021 a","Plagiotremus tapeinosoma",1
"497","Caves","14","2021 a","Pomacentrus trichrourus",11
"498","Caves","14","2021 a","Pseudanthias squamipinnis",38
"499","Caves","14","2021 a","Pseudocheilinus hexataenia",3
"500","Caves","14","2021 a","Pseudochromis fridmani",1
"501","Caves","14","2021 a","Pseudochromis olivaceus",3
"502","Caves","14","2021 a","Sufflamen albicaudatum",1
"503","Caves","14","2021 a","Thalassoma rueppellii",20
"504","Caves","14","2021 a","Trimma avidori",2
"505","Caves","14","2021 a","Tripterygiidae sp.",1
"506","Caves","14","2022 b","Cephalopholis hemistiktos",1
"507","Caves","14","2022 b","Chlorurus gibbus",1
"508","Caves","14","2022 b","Ecsenius nalolo",1
"509","Caves","14","2022 b","Epinephelus fasciatus",1
"510","Caves","14","2022 b","Eviota guttata",4
"511","Caves","14","2022 b","Gnatholepis anjerensis",8
"512","Caves","14","2022 b","Lethrinus borbonicus",1
"513","Caves","14","2022 b","Pleurosicya micheli",1
"514","Caves","14","2022 b","Pseudanthias squamipinnis",7
"515","Caves","14","2022 b","Pseudochromis fridmani",4
"516","Caves","14","2022 b","Pseudochromis olivaceus",1
"517","Caves","14","2022 b","Thalassoma rueppellii",6
"518","Caves","14","2022 b","Zebrasoma xanthurum",1
"519","Caves","15","2018 b","Amphiprion bicinctus",4
"520","Caves","15","2018 b","Cephalopholis hemistiktos",2
"521","Caves","15","2018 b","Chaetodon fasciatus",1
"522","Caves","15","2018 b","Chaetodon paucifasciatus",2
"523","Caves","15","2018 b","Cheilodipterus novemstriatus",7
"524","Caves","15","2018 b","Cheilodipterus quinquelineatus",6
"525","Caves","15","2018 b","Chlorurus sordidus",1
"526","Caves","15","2018 b","Chromis flavaxilla",6
"527","Caves","15","2018 b","Chromis viridis",24
"528","Caves","15","2018 b","Dascyllus marginatus",29
"529","Caves","15","2018 b","Dascyllus trimaculatus",2
"530","Caves","15","2018 b","Ecsenius frontalis",10
"531","Caves","15","2018 b","Ecsenius nalolo",6
"532","Caves","15","2018 b","Epinephelus fasciatus",2
"533","Caves","15","2018 b","Eviota prasina",1
"534","Caves","15","2018 b","Gnatholepis anjerensis",8
"535","Caves","15","2018 b","Halichoeres hortulanus",1
"536","Caves","15","2018 b","Ostorhinchus cyanosoma",22
"537","Caves","15","2018 b","Parupeneus forsskali",5
"538","Caves","15","2018 b","Pomacentrus trichrourus",14
"539","Caves","15","2018 b","Pseudanthias squamipinnis",17
"540","Caves","15","2018 b","Pseudocheilinus hexataenia",2
"541","Caves","15","2018 b","Pseudochromis fridmani",2
"542","Caves","15","2018 b","Pseudochromis olivaceus",5
"543","Caves","15","2018 b","Pycnochromis dimidiatus",6
"544","Caves","15","2018 b","Scarus niger",1
"545","Caves","15","2018 b","Siganus argenteus",2
"546","Caves","15","2018 b","Sufflamen albicaudatum",1
"547","Caves","15","2018 b","Thalassoma rueppellii",7
"548","Caves","15","2018 b","Trimma avidori",2
"549","Caves","15","2018 b","Zebrasoma xanthurum",1
"550","Caves","15","2020 a","Acanthurus nigrofuscus",2
"551","Caves","15","2020 a","Cephalopholis hemistiktos",1
"552","Caves","15","2020 a","Chaetodon paucifasciatus",1
"553","Caves","15","2020 a","Cheilinus lunulatus",1
"554","Caves","15","2020 a","Ctenochaetus striatus",1
"555","Caves","15","2020 a","Epinephelus fasciatus",1
"556","Caves","15","2020 a","Gymnothorax griseus",1
"557","Caves","15","2020 a","Ostracion cyanurus",1
"558","Caves","15","2020 a","Pomacentrus trichrourus",1
"559","Caves","15","2020 a","Pseudanthias squamipinnis",9
"560","Caves","15","2020 a","Pseudochromis fridmani",1
"561","Caves","15","2020 a","Pseudochromis springeri",1
"562","Caves","15","2020 a","Pycnochromis dimidiatus",2
"563","Caves","15","2020 a","Sufflamen albicaudatum",3
"564","Caves","15","2020 a","Thalassoma rueppellii",3
"565","Caves","15","2020 a","Zebrasoma desjardinii",2
"566","Caves","15","2020 a","Zebrasoma xanthurum",2
"567","Caves","15","2020 b","Amphiprion bicinctus",1
"568","Caves","15","2020 b","Cephalopholis hemistiktos",1
"569","Caves","15","2020 b","Cheilodipterus novemstriatus",2
"570","Caves","15","2020 b","Cheilodipterus quinquelineatus",40
"571","Caves","15","2020 b","Ecsenius frontalis",2
"572","Caves","15","2020 b","Gnatholepis anjerensis",2
"573","Caves","15","2020 b","Paracheilinus octotaenia",3
"574","Caves","15","2020 b","Pomacentrus trichrourus",3
"575","Caves","15","2020 b","Pristiapogon exostigma",2
"576","Caves","15","2020 b","Pseudanthias squamipinnis",3
"577","Caves","15","2020 b","Pycnochromis dimidiatus",3
"578","Caves","15","2020 b","Sufflamen albicaudatum",1
"579","Caves","15","2020 b","Thalassoma rueppellii",1
"580","Caves","15","2021 a","Alloblennius pictus",2
"581","Caves","15","2021 a","Amphiprion bicinctus",3
"582","Caves","15","2021 a","Canthigaster cyanospilota",1
"583","Caves","15","2021 a","Cephalopholis hemistiktos",1
"584","Caves","15","2021 a","Cheilinus lunulatus",2
"585","Caves","15","2021 a","Cirripectes castaneus",1
"586","Caves","15","2021 a","Coris aygula",2
"587","Caves","15","2021 a","Coris caudimacula",1
"588","Caves","15","2021 a","Ctenochaetus striatus",1
"589","Caves","15","2021 a","Dascyllus trimaculatus",4
"590","Caves","15","2021 a","Ecsenius frontalis",4
"591","Caves","15","2021 a","Ecsenius nalolo",2
"592","Caves","15","2021 a","Epinephelus fasciatus",2
"593","Caves","15","2021 a","Eviota guttata",12
"594","Caves","15","2021 a","Eviota zebrina",1
"595","Caves","15","2021 a","Fusigobius neophytus",1
"596","Caves","15","2021 a","Gnatholepis anjerensis",3
"597","Caves","15","2021 a","Istigobius decoratus",2
"598","Caves","15","2021 a","Neopomacentrus miryae",3
"599","Caves","15","2021 a","Ostorhinchus nigrofasciatus",9
"600","Caves","15","2021 a","Parupeneus forsskali",2
"601","Caves","15","2021 a","Pleurosicya micheli",6
"602","Caves","15","2021 a","Pomacentrus trichrourus",18
"603","Caves","15","2021 a","Pseudanthias squamipinnis",60
"604","Caves","15","2021 a","Pseudocheilinus hexataenia",1
"605","Caves","15","2021 a","Pseudochromis fridmani",2
"606","Caves","15","2021 a","Pycnochromis dimidiatus",4
"607","Caves","15","2021 a","Siganus luridus",1
"608","Caves","15","2021 a","Synodus variegatus",3
"609","Caves","15","2021 a","Thalassoma rueppellii",17
"610","Caves","15","2022 b","Amphiprion bicinctus",1
"611","Caves","15","2022 b","Cheilinus lunulatus",1
"612","Caves","15","2022 b","Cheilodipterus novemstriatus",10
"613","Caves","15","2022 b","Cheilodipterus quinquelineatus",5
"614","Caves","15","2022 b","Cyclichthys spilostylus",2
"615","Caves","15","2022 b","Dascyllus trimaculatus",1
"616","Caves","15","2022 b","Epinephelus fasciatus",1
"617","Caves","15","2022 b","Eviota guttata",12
"618","Caves","15","2022 b","Eviota punyit",3
"619","Caves","15","2022 b","Eviota zebrina",4
"620","Caves","15","2022 b","Gnatholepis anjerensis",35
"621","Caves","15","2022 b","Ostorhinchus cyanosoma",6
"622","Caves","15","2022 b","Ostorhinchus nigrofasciatus",1
"623","Caves","15","2022 b","Parupeneus forsskali",1
"624","Caves","15","2022 b","Pseudochromis fridmani",1
"625","Caves","15","2022 b","Sufflamen albicaudatum",1
"626","Caves","15","2022 b","Trimma avidori",6
"627","Caves","15","2022 b","Zebrasoma xanthurum",2
"628","Caves","16","2018 b","Abudefduf vaigiensis",2
"629","Caves","16","2018 b","Acanthurus nigrofuscus",2
"630","Caves","16","2018 b","Amblyglyphidodon indicus",1
"631","Caves","16","2018 b","Calotomus viridescens",2
"632","Caves","16","2018 b","Centropyge multispinis",2
"633","Caves","16","2018 b","Chaetodon trifascialis",1
"634","Caves","16","2018 b","Cheilodipterus novemstriatus",4
"635","Caves","16","2018 b","Cheilodipterus quinquelineatus",1
"636","Caves","16","2018 b","Chlorurus sordidus",2
"637","Caves","16","2018 b","Cirripectes castaneus",4
"638","Caves","16","2018 b","Coris aygula",1
"639","Caves","16","2018 b","Dascyllus marginatus",2
"640","Caves","16","2018 b","Dascyllus trimaculatus",1
"641","Caves","16","2018 b","Ecsenius frontalis",4
"642","Caves","16","2018 b","Ecsenius gravieri",1
"643","Caves","16","2018 b","Ecsenius nalolo",3
"644","Caves","16","2018 b","Epinephelus tauvina",1
"645","Caves","16","2018 b","Eviota guttata",3
"646","Caves","16","2018 b","Gomphosus caeruleus",1
"647","Caves","16","2018 b","Halichoeres hortulanus",1
"648","Caves","16","2018 b","Istigobius decoratus",8
"649","Caves","16","2018 b","Meiacanthus nigrolineatus",1
"650","Caves","16","2018 b","Ostorhinchus cyanosoma",22
"651","Caves","16","2018 b","Ostorhinchus nigrofasciatus",2
"652","Caves","16","2018 b","Parupeneus forsskali",1
"653","Caves","16","2018 b","Pomacentrus trichrourus",3
"654","Caves","16","2018 b","Pseudanthias squamipinnis",4
"655","Caves","16","2018 b","Pseudocheilinus hexataenia",1
"656","Caves","16","2018 b","Pseudochromis fridmani",3
"657","Caves","16","2018 b","Pseudochromis olivaceus",1
"658","Caves","16","2018 b","Pycnochromis dimidiatus",6
"659","Caves","16","2018 b","Stethojulis albovittata",1
"660","Caves","16","2018 b","Thalassoma rueppellii",3
"661","Caves","16","2020 a","Acanthurus nigrofuscus",2
"662","Caves","16","2020 a","Atrosalarias fuscus",2
"663","Caves","16","2020 a","Cephalopholis hemistiktos",1
"664","Caves","16","2020 a","Coris aygula",2
"665","Caves","16","2020 a","Ctenochaetus striatus",2
"666","Caves","16","2020 a","Dascyllus trimaculatus",1
"667","Caves","16","2020 a","Neopomacentrus miryae",6
"668","Caves","16","2020 a","Pomacentrus sulfureus",2
"669","Caves","16","2020 a","Pomacentrus trichrourus",2
"670","Caves","16","2020 a","Pseudanthias squamipinnis",3
"671","Caves","16","2020 a","Pseudochromis fridmani",1
"672","Caves","16","2020 a","Pycnochromis dimidiatus",2
"673","Caves","16","2020 a","Rhinecanthus assasi",1
"674","Caves","16","2020 a","Siganus luridus",1
"675","Caves","16","2020 a","Thalassoma rueppellii",2
"676","Caves","16","2020 a","Zebrasoma xanthurum",1
"677","Caves","16","2020 b","Acanthurus nigrofuscus",1
"678","Caves","16","2020 b","Cephalopholis hemistiktos",1
"679","Caves","16","2020 b","Cheilodipterus quinquelineatus",2
"680","Caves","16","2020 b","Dascyllus trimaculatus",1
"681","Caves","16","2020 b","Ecsenius frontalis",1
"682","Caves","16","2020 b","Eviota punyit",1
"683","Caves","16","2020 b","Istigobius decoratus",3
"684","Caves","16","2020 b","Pomacentrus trichrourus",4
"685","Caves","16","2020 b","Pycnochromis dimidiatus",1
"686","Caves","16","2020 b","Siganus luridus",1
"687","Caves","16","2020 b","Thalassoma rueppellii",3
"688","Caves","16","2020 b","Variola louti",1
"689","Caves","16","2021 a","Acanthurus nigrofuscus",1
"690","Caves","16","2021 a","Alloblennius pictus",6
"691","Caves","16","2021 a","Amphiprion bicinctus",2
"692","Caves","16","2021 a","Arothron diadematus",1
"693","Caves","16","2021 a","Chaetodon fasciatus",2
"694","Caves","16","2021 a","Cirripectes castaneus",5
"695","Caves","16","2021 a","Ctenochaetus striatus",2
"696","Caves","16","2021 a","Dascyllus trimaculatus",2
"697","Caves","16","2021 a","Ecsenius frontalis",2
"698","Caves","16","2021 a","Ecsenius nalolo",8
"699","Caves","16","2021 a","Eviota guttata",24
"700","Caves","16","2021 a","Eviota punyit",1
"701","Caves","16","2021 a","Gomphosus caeruleus",2
"702","Caves","16","2021 a","Istigobius decoratus",1
"703","Caves","16","2021 a","Lethrinus borbonicus",1
"704","Caves","16","2021 a","Neopomacentrus miryae",1
"705","Caves","16","2021 a","Ostorhinchus nigrofasciatus",7
"706","Caves","16","2021 a","Pomacentrus sulfureus",6
"707","Caves","16","2021 a","Pomacentrus trichrourus",27
"708","Caves","16","2021 a","Pomacentrus trilineatus",2
"709","Caves","16","2021 a","Pseudanthias squamipinnis",23
"710","Caves","16","2021 a","Pseudocheilinus hexataenia",1
"711","Caves","16","2021 a","Pseudochromis olivaceus",2
"712","Caves","16","2021 a","Pycnochromis dimidiatus",9
"713","Caves","16","2021 a","Scorpaenodes parvipinnis",2
"714","Caves","16","2021 a","Sebastapistes cyanostigma",2
"715","Caves","16","2021 a","Stegastes lacrymatus",1
"716","Caves","16","2021 a","Thalassoma rueppellii",22
"717","Caves","16","2021 a","Trimma flavicaudatum",1
"718","Caves","16","2021 a","Zebrasoma xanthurum",2
"719","Caves","16","2022 b","Acanthurus nigrofuscus",2
"720","Caves","16","2022 b","Amphiprion bicinctus",1
"721","Caves","16","2022 b","Centropyge multispinis",3
"722","Caves","16","2022 b","Cephalopholis hemistiktos",1
"723","Caves","16","2022 b","Chaetodon austriacus",1
"724","Caves","16","2022 b","Dascyllus trimaculatus",1
"725","Caves","16","2022 b","Eviota guttata",6
"726","Caves","16","2022 b","Eviota zebrina",1
"727","Caves","16","2022 b","Gnatholepis anjerensis",6
"728","Caves","16","2022 b","Gymnothorax griseus",1
"729","Caves","16","2022 b","Istigobius decoratus",3
"730","Caves","16","2022 b","Larabicus quadrilineatus",2
"731","Caves","16","2022 b","Lethrinus borbonicus",1
"732","Caves","16","2022 b","Lethrinus mahsena",1
"733","Caves","16","2022 b","Pleurosicya micheli",2
"734","Caves","16","2022 b","Pomacentrus trichrourus",5
"735","Caves","16","2022 b","Pseudanthias squamipinnis",1
"736","Caves","16","2022 b","Pseudocheilinus hexataenia",2
"737","Caves","16","2022 b","Pseudochromis fridmani",3
"738","Caves","16","2022 b","Pseudochromis olivaceus",1
"739","Caves","16","2022 b","Pycnochromis dimidiatus",6
"740","Caves","16","2022 b","Siganus luridus",1
"741","Caves","16","2022 b","Thalassoma rueppellii",3
"742","Caves","16","2022 b","Trimma barralli",1
"743","Caves","16","2022 b","Zebrasoma xanthurum",2
"744","Caves","17","2018 b","Abudefduf vaigiensis",4
"745","Caves","17","2018 b","Acanthurus nigrofuscus",3
"746","Caves","17","2018 b","Atrosalarias fuscus",1
"747","Caves","17","2018 b","Cantherhines pardalis",1
"748","Caves","17","2018 b","Canthigaster cyanospilota",1
"749","Caves","17","2018 b","Chlorurus sordidus",1
"750","Caves","17","2018 b","Ecsenius nalolo",1
"751","Caves","17","2018 b","Grammistes sexlineatus",1
"752","Caves","17","2018 b","Halichoeres hortulanus",1
"753","Caves","17","2018 b","Larabicus quadrilineatus",1
"754","Caves","17","2018 b","Myripristis murdjan",7
"755","Caves","17","2018 b","Ostorhinchus cyanosoma",14
"756","Caves","17","2018 b","Parupeneus macronemus",1
"757","Caves","17","2018 b","Pomacentrus sulfureus",2
"758","Caves","17","2018 b","Pomacentrus trichrourus",11
"759","Caves","17","2018 b","Pseudanthias squamipinnis",9
"760","Caves","17","2018 b","Pseudocheilinus hexataenia",2
"761","Caves","17","2018 b","Pseudochromis olivaceus",2
"762","Caves","17","2018 b","Pycnochromis dimidiatus",9
"763","Caves","17","2018 b","Scolopsis ghanam",2
"764","Caves","17","2018 b","Thalassoma rueppellii",3
"765","Caves","17","2020 b","Ecsenius frontalis",2
"766","Caves","17","2020 b","Ecsenius nalolo",3
"767","Caves","17","2020 b","Eviota guttata",4
"768","Caves","17","2020 b","Gnatholepis anjerensis",1
"769","Caves","17","2020 b","Gomphosus caeruleus",2
"770","Caves","17","2020 b","Larabicus quadrilineatus",1
"771","Caves","17","2020 b","Pomacentrus sulfureus",1
"772","Caves","17","2020 b","Pomacentrus trichrourus",2
"773","Caves","17","2020 b","Scarus ferrugineus",1
"774","Caves","17","2020 b","Stethojulis albovittata",1
"775","Caves","17","2021 a","Abudefduf vaigiensis",3
"776","Caves","17","2021 a","Acanthurus nigrofuscus",1
"777","Caves","17","2021 a","Cetoscarus bicolor",1
"778","Caves","17","2021 a","Coris aygula",2
"779","Caves","17","2021 a","Ctenochaetus striatus",1
"780","Caves","17","2021 a","Ecsenius aroni",1
"781","Caves","17","2021 a","Ecsenius nalolo",3
"782","Caves","17","2021 a","Epinephelus tauvina",1
"783","Caves","17","2021 a","Lotilia graciliosa",1
"784","Caves","17","2021 a","Ostorhinchus cyanosoma",38
"785","Caves","17","2021 a","Ostorhinchus nigrofasciatus",4
"786","Caves","17","2021 a","Pomacentrus trichrourus",13
"787","Caves","17","2021 a","Pomacentrus trilineatus",1
"788","Caves","17","2021 a","Pseudanthias squamipinnis",25
"789","Caves","17","2021 a","Pterois miles",1
"790","Caves","17","2021 a","Pycnochromis dimidiatus",4
"791","Caves","17","2021 a","Thalassoma rueppellii",5
"792","Caves","17","2021 a","Zebrasoma xanthurum",1
"793","Caves","17","2022 b","Acanthurus nigrofuscus",1
"794","Caves","17","2022 b","Canthigaster cyanospilota",1
"795","Caves","17","2022 b","Chaetodon fasciatus",1
"796","Caves","17","2022 b","Chlorurus gibbus",1
"797","Caves","17","2022 b","Epinephelus fasciatus",1
"798","Caves","17","2022 b","Eviota guttata",1
"799","Caves","17","2022 b","Parupeneus forsskali",1
"800","Caves","17","2022 b","Pseudocheilinus hexataenia",3
"801","Caves","17","2022 b","Pterois miles",1
"802","Caves","17","2022 b","Pycnochromis dimidiatus",3
"803","Caves","17","2022 b","Scarus ferrugineus",2
"804","Caves","17","2022 b","Siganus rivulatus",1
"805","Caves","17","2022 b","Sufflamen albicaudatum",1
"806","Caves","17","2022 b","Thalassoma rueppellii",2
"807","Caves","2","2018 b","Acanthurus nigrofuscus",1
"808","Caves","2","2018 b","Calotomus viridescens",2
"809","Caves","2","2018 b","Centropyge multispinis",1
"810","Caves","2","2018 b","Cephalopholis miniata",1
"811","Caves","2","2018 b","Cheilodipterus novemstriatus",12
"812","Caves","2","2018 b","Cheilodipterus quinquelineatus",2
"813","Caves","2","2018 b","Cirripectes castaneus",4
"814","Caves","2","2018 b","Ctenochaetus striatus",1
"815","Caves","2","2018 b","Dascyllus trimaculatus",1
"816","Caves","2","2018 b","Ecsenius frontalis",3
"817","Caves","2","2018 b","Ecsenius nalolo",3
"818","Caves","2","2018 b","Eviota guttata",3
"819","Caves","2","2018 b","Eviota punyit",2
"820","Caves","2","2018 b","Hologymnosus annulatus",1
"821","Caves","2","2018 b","Istigobius decoratus",1
"822","Caves","2","2018 b","Neopomacentrus miryae",20
"823","Caves","2","2018 b","Ostorhinchus cyanosoma",46
"824","Caves","2","2018 b","Ostorhinchus nigrofasciatus",2
"825","Caves","2","2018 b","Parupeneus forsskali",1
"826","Caves","2","2018 b","Pomacentrus sulfureus",1
"827","Caves","2","2018 b","Pomacentrus trichrourus",10
"828","Caves","2","2018 b","Pseudanthias squamipinnis",52
"829","Caves","2","2018 b","Pseudocheilinus hexataenia",2
"830","Caves","2","2018 b","Pseudochromis fridmani",2
"831","Caves","2","2018 b","Pseudochromis olivaceus",1
"832","Caves","2","2018 b","Pycnochromis dimidiatus",4
"833","Caves","2","2018 b","Rhinecanthus assasi",1
"834","Caves","2","2018 b","Siganus luridus",1
"835","Caves","2","2018 b","Stegastes lacrymatus",1
"836","Caves","2","2018 b","Stethojulis albovittata",1
"837","Caves","2","2018 b","Thalassoma rueppellii",4
